"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty [nm]"
1.0,8355.788914665458,2618.505948754103,2.565835061514426,94.68394023983886,68.3256369168809,8.348413375103542,13.711069676019486,0.752938607886936
2.0,782.1181141804195,4108.980732951001,12.683645467602872,84.77814901834336,68.61543533598461,8.315438664967875,12.518199874420773,3.7234751897731067
2.0,1568.758903730846,6152.712234707853,0.8016145821733766,87.1784037943007,65.77511525473301,8.18279723882142,16.51137464557667,0.7286613430123583
2.0,3238.0070227246083,7323.953386984416,0.36415386916075654,71.75103370207886,64.92448314896059,9.451986242722525,18.374803333014682,0.7986308295178177
2.0,3846.281783030068,642.7067072872245,8.062186487966793,83.35495729116269,66.94437207488696,8.790031105905488,15.658558622319216,1.866451774277712
2.0,5231.192074308236,309.09954039421484,47.395266150206375,790.1160738703092,67.37508483776419,11.660243239966809,22.454945325021484,7.303526805214116
2.0,5859.789376631525,4957.757261835801,24.749587313205247,188.7093807883009,69.14977170926049,10.136239550610107,16.51364454478589,7.292133358572082
2.0,5951.1569406552135,1485.7154593920336,7.564905752181909,89.44148749161735,68.21622824352531,7.690129239941402,11.656480160187531,1.5037454047302434
2.0,6109.50277399562,4911.443373641763,52.74048202500331,1574.3882141053793,68.12126578962018,13.619830028910737,32.46405984064489,5.326596731218623
2.0,6163.274695749026,3357.6510953434513,30.925966455302802,266.0275864728871,81.32723341982332,11.162817154676096,19.357285312239274,8.814330007009195
2.0,6329.680293973842,5146.353761951481,54.48730961178449,1985.071587653172,69.87307506140345,11.666856256474915,17.430747490361124,3.936160887881315
2.0,6555.865846228015,3443.4960979461002,54.262744489655674,7556.334627705939,80.9305026031605,27.84268205717045,56.08589745504006,2.4079981964259676
2.0,6678.083317373489,4763.698313072689,57.61236642913811,1175.878320552476,68.30636540822844,12.08916109319402,25.138045730709603,7.504026094886014
2.0,6699.751565409617,4712.244646623198,18.362952389704766,161.5974390623088,83.24117860061364,11.208095844716436,21.107954748934553,5.241636729180207
2.0,7362.063692244908,3483.1191029624206,40.23879348149481,499.0298697664264,61.16340758648103,9.762383984138365,15.252064782386697,7.027649428687293
2.0,8115.799954575739,6693.4253350240515,2.7359111735608885,85.35158137485256,66.77586655195577,8.388897989162881,13.397488217208533,0.8044586491025278
2.0,8235.767384151202,6737.040694522457,0.8752757058418681,76.25059455585028,66.50366115351515,6.5585639923047445,8.630558033938328,0.780171841653428
2.0,8331.422108682611,4563.690497403745,0.7727006843428035,104.46609330906026,66.37833630361312,9.322693933092278,17.498729948318566,0.6653105758331185
2.0,9192.104797975564,895.0394425698306,5.132660101843501,86.428118152996,66.69457192660406,7.559976420348879,11.20496038347412,1.0375421302371501
2.0,11033.698092448352,6987.3522629979925,7.89731730467235,96.74971413698772,66.72607822144084,7.973236544848211,12.909014725800048,1.526040208717088
3.0,835.4504411270974,3004.6637727184107,20.87803346250032,142.25411374486643,70.93006745407952,9.841329611589552,18.05672062929838,6.717452662688491
3.0,1119.111108800693,5019.264280757038,29.502349717471347,266.9094970148338,65.04940029844579,9.035675503774687,15.395808590434285,6.578897606291
3.0,1302.8590397344387,929.8867919834961,8.801373739268108,101.15790539999207,68.19483786520593,8.132635220513048,12.69306644580491,1.73120441750519
3.0,1450.5537707030685,6763.5282615033375,1.6678728749313494,91.45567361150158,67.83575274439842,8.813569817768366,15.275678309528871,0.7298258994171433
3.0,1944.7001182170998,3619.915398527432,91.74915296614296,8603.165843079421,3.1399058223449855E-11,22.844319494871087,184.3392322042065,4.8904525956192195
3.0,5221.331758101654,314.75354081220627,72.85771870780329,3661.579162005192,45.17289916620434,11.20800992891424,20.06031605289516,3.685127780570988
3.0,6103.38502408089,4916.47881567407,41.64556555553042,863.7956219508868,82.29430343980246,16.998071884674793,38.134690487406985,7.451479036088305
3.0,6326.332328430102,5153.263187211515,68.73304729751958,2634.1010426762828,64.96758623079579,9.545914924033793,14.421891352095434,3.906978740110873
3.0,6359.309244466107,5156.49854423204,109.15071202995222,16151.261459304635,7.898024657390964E-9,10.003573775284837,15.012195287684722,1.7999254513983887
3.0,6568.0209720804105,3440.9183338984217,52.90756798798914,7062.578466054385,87.6847582260612,21.222842011212293,30.643064558393693,1.9105980145334989
3.0,6683.670209501435,4750.506806266936,22.178899891509438,223.93607240750939,82.65497747368364,12.091397725962635,22.831840836670324,5.897466025070638
3.0,6695.802545271009,4715.309636379156,136.674435466561,18957.634593245297,11.27185448268509,12.12290116654993,22.497155844149745,2.7453899626826948
3.0,6918.973576537625,589.2914686629811,8.99135461930661,112.89142226620328,68.30417301371943,9.796721600809935,19.945583351235406,1.8383379059785492
3.0,7664.747032943613,2582.277598603194,9.026152722630801,98.1227816551863,68.30225795231061,10.483821935538025,19.07404963390932,2.184774860394128
3.0,7770.956658789894,3232.7498021328347,39.127429823144894,322.0173339835177,66.17124136807942,12.865390390893348,26.52054353168536,13.289693777001379
3.0,7846.562861703754,3465.6232705128095,7.803955055395392,98.81229638095974,71.79899808954875,10.764011827764241,20.287999230871648,1.760204008499512
3.0,8314.52918505171,1786.941114813531,8.458211121918469,94.05351880379558,69.34608428082154,7.820930463409494,11.996764288604538,1.6941603582699603
3.0,9620.216628602353,1640.8168747207098,0.1832212729959649,65.0149642384744,71.78503576152565,9.32962997159991,14.866189846324524,0.8380667227513526
