0,0,0,2,0,1,0,0,0,0,1,0,1,0,2,2,0,0,0
2,0,0,0,1,0,2,1,3,2,1,1,0,0,2,1,0,0,0
0,0,1,0,2,2,1,1,3,3,3,3,3,2,0,1,0,0,0
0,1,2,2,1,2,1,1,3,0,5,4,1,3,1,0,1,0,0
0,0,2,3,1,5,6,6,7,3,11,8,4,1,0,1,0,0,0
1,2,5,3,1,4,6,6,10,6,8,6,6,1,1,1,2,0,0
0,2,4,2,7,11,2,13,19,17,16,10,10,7,1,0,0,0,0
1,3,4,3,9,8,12,43,60,55,58,15,4,4,2,2,1,0,0
1,0,1,1,5,7,18,50,26,39,72,37,11,8,3,2,0,0,0
1,2,1,7,9,11,35,51,10,21,60,55,10,5,4,1,1,1,0
0,4,1,2,8,3,27,54,44,49,79,38,9,0,4,3,1,0,0
1,0,0,3,7,3,8,43,61,57,42,17,3,10,2,1,1,0,0
0,2,2,1,7,8,10,17,24,29,9,4,12,6,0,1,0,0,1
2,2,3,2,2,4,2,9,8,10,10,10,5,1,1,1,0,0,0
1,1,1,3,1,2,3,10,4,6,7,3,0,4,1,1,0,0,0
1,0,1,3,0,4,2,2,4,4,2,2,2,0,2,0,0,0,0
0,0,0,0,0,1,2,0,2,2,2,0,0,0,0,1,0,0,0
0,0,0,1,0,1,0,0,1,3,1,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
