0,0,0,1,0,2,2,1,1,1,1,0,0,1,2,1,0,0,0
0,1,1,0,1,2,4,5,4,1,2,1,1,0,0,1,1,0,0
0,1,0,0,1,5,3,2,4,0,1,0,1,1,1,0,0,0,0
0,2,1,5,3,0,2,5,7,4,8,5,4,1,3,0,0,0,0
1,1,1,3,5,5,4,5,8,10,10,4,5,3,1,1,0,0,0
0,1,1,6,10,8,7,8,9,6,7,1,3,1,1,1,4,0,3
0,1,3,2,12,10,4,27,35,35,28,11,7,7,1,1,1,0,1
1,2,0,7,7,10,18,51,36,35,60,31,7,7,4,1,2,2,0
1,1,2,7,7,9,27,40,13,20,54,31,14,7,7,0,1,0,0
0,2,1,6,11,9,31,64,39,38,70,46,12,4,5,0,1,1,0
1,2,2,3,7,2,33,68,79,78,46,20,7,5,1,0,2,1,1
1,1,2,4,8,10,11,35,32,38,16,3,5,4,1,2,2,0,0
1,1,3,4,3,9,6,8,13,6,10,5,5,0,2,0,0,0,1
0,1,1,0,3,2,6,5,3,13,9,5,1,2,2,0,0,0,0
1,0,0,1,1,1,0,2,5,0,3,3,2,4,1,0,1,1,0
0,0,0,2,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
0,0,1,0,2,0,0,1,3,1,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0
