phi_est,theta_est,x_est,y_est,photons_est,phi_true,theta_true,x_true,y_true,photons_true,parallel_error,perpendicular_error
4.3084966117226,0.0013167249425275,11.1951277065636,-14.6017112460673,1988,0,0,11.231905106542,-14.6371957500186,2000,-0.0367773999783889,0.0354845039512846
3.50002223248802E-13,0.634757505935562,-29.6294835630526,-23.5378873906817,1966,0,0,5.71170208572183,-24.0546307006281,2000,-35.3411856487744,0.51674330994646
1.22881655875187,0.000586665791894,-12.5806515809816,1.48568035754105,2049,0,0,-12.5809512516239,1.54731517602123,2000,0.000299670642300853,-0.0616348184801754
5.11151546393451,0.001331681225409,-11.5481128522861,16.3343765758293,2009,0,0,-11.5229892047976,16.3476327181407,2000,-0.02512364748846,-0.0132561423113131
2.20968776046189,0.0007715503074082,-1.48774438500701,-10.9307754720628,1997,0,0,-1.51489429179543,-10.8847449135647,2000,0.0271499067884109,-0.0460305584981011
6.28318530457593,0.104225083309915,13.0903729923201,-8.2779185403505,2089,0,0,18.8109569732247,-8.28367160387537,2000,-5.72058398090457,0.00575306352486926
1.48005631724108,4.9764823989093E-11,-0.341715918835583,1.4877879401454,2024,0,0,-0.338923751991487,1.52220846866275,2000,-0.00279216684409589,-0.0344205285173529
3.30087325222797,0.0008414088388464,-24.8257275667682,16.9567078358727,1982,0,0,-24.8722451104077,16.8830655615305,2000,0.0465175436394603,0.0736422743422942
2.57376471307299E-13,0.862123808914146,-21.374284511386,-10.26814252992,1999,0,0,22.7686549536352,-10.7077741346817,2000,-44.1429394650212,0.439631604761638
5.68686062086991,0.0012918740226342,-8.87464899407827,-13.9314281362032,2073,0,0,-8.80114761085601,-13.9287341215088,2000,-0.0735013832222542,-0.00269401469434882
1.34079639177509,0.0007934076417567,13.9417196994572,-19.6097489784165,1988,0,0,13.9475258450636,-19.5566285639505,2000,-0.00580614560645643,-0.0531204144659725
0.49103390323767,2.10371395596622E-11,-24.8194866434666,-15.9948273502897,2087,0,0,-24.8276480859241,-15.9311737933602,2000,0.00816144245743544,-0.0636535569294292
1.52576162346078,0.391394461334445,7.06262178465523,2.99519682498847,2030,0,0,7.39540105877163,19.5034590161155,2000,-0.332779274116393,-16.508262191127
4.59239802937794,0.001077464386573,8.84210912394063,2.56326379998384,2059,0,0,8.732035395241,2.4900396475988,2000,0.110073728699634,0.0732241523850492
9.91317616967445E-06,0.262334978285388,-44.7034953275128,-3.66884668040129,1935,0,0,-9.89202797811088,-3.67811720813862,2000,-34.8114673494019,0.00927052773732795
7.18868642390902E-08,0.0008761393338335,20.8035456932117,-6.0415382507263,1921,0,0,20.6131239362489,-6.03348093503051,2000,0.190421756962721,-0.00805731569578505
6.28317572780165,0.0061110208667982,20.1192624055666,-19.6965501009891,2036,0,0,22.1609565193611,-19.4414047449584,2000,-2.04169411379451,-0.255145356030766
1.3632758681501,0.0016023315453177,-8.33760619420534,13.2088284449456,1904,0,0,-8.37972952919523,13.3020626780896,2000,0.0421233349898831,-0.0932342331440097
3.23436401012466,0.0007942586431592,-0.269995991578849,18.9954017020069,1994,0,0,-0.265330020559045,18.9563698496308,2000,-0.00466597101980398,0.0390318523760662
4.92848734329533,0.133183398903386,-8.20724577075709,0.0346651352776783,2029,0,0.0349065850398865,6.67421716920401,-1.91021937365911,2000,-14.8814629399611,1.94488450893679
6.28257795690849,0.0361601358348739,-24.6497816293323,4.23286786773733,2043,0,0.0349065850398865,-24.5661683984532,4.3288152788279,2000,-0.0836132308790596,-0.095947411090572
6.28318530354089,0.0403291247537211,12.606728008918,11.640207165041,1924,0,0.0349065850398865,12.5565166830777,11.6306540630406,2000,0.0502113258402943,0.00955310200049553
6.02664657303214,0.020471211502363,14.1163316851602,16.3405396033091,1997,0,0.0349065850398865,12.0627408302203,16.4972626394479,2000,2.05359085493988,-0.156723036138835
6.24551538996781,0.0371065377041035,-6.09176850177186,-20.2317078949821,2040,0,0.0349065850398865,-6.15712426346738,-20.4187135669067,2000,0.0653557616955185,0.187005671924553
6.28318408550582,0.0349132443307357,14.8981692682257,18.545520879137,2036,0,0.0349065850398865,14.9288604928657,18.5490622782811,2000,-0.0306912246399982,-0.00354139914409046
0.0146081511273779,0.036056097820161,-7.02246716346725,6.69637937250736,1960,0,0.0349065850398865,-6.96672118525992,6.82014889784972,2000,-0.0557459782073275,-0.123769525342359
0.87066080111132,0.0179214499539887,9.79689587770382,3.98584032494827,1930,0,0.0349065850398865,9.53424384999806,4.82554252263061,2000,0.262652027705764,-0.839702197682337
6.28318529702156,0.020731741640431,-9.68171620932183,0.97832352728347,1968,0,0.0349065850398865,20.4462210757392,1.15761647243581,2000,-30.1279372850611,-0.179292945152335
6.28299079881039,0.0339490292160771,-18.4645140784676,3.46967154846713,1984,0,0.0349065850398865,-18.5533544565689,3.47966278821032,2000,0.0888403781012457,-0.00999123974319716
1.22053714920014E-10,0.0361454764818548,5.2122638627105,13.5266953978086,2025,0,0.0349065850398865,5.19494219202366,13.4698067858175,2000,0.0173216706868438,0.0568886119910843
6.28318530706715,0.0349160070958429,22.6852916056045,7.48904080873147,2069,0,0.0349065850398865,22.7465441060569,7.49733077778981,2000,-0.0612525004524152,-0.00828996905834067
7.88380124773719E-10,0.043376241532096,-5.3462291920377,-25.5103445423093,2016,0,0.0349065850398865,-5.04945235078154,-25.436188608163,2000,-0.29677684125616,-0.0741559341462974
6.28318530679977,0.0297969022879803,25.0276238884295,18.2969237922779,1934,0,0.0349065850398865,24.8288621836928,18.3054803473884,2000,0.198761704736697,-0.00855655511050557
