phi_est,theta_est,x_est,y_est,photons_est,phi_true,theta_true,x_true,y_true,photons_true,parallel_error,perpendicular_error
0.0006548265075517,1.17931346665802,3.99092751196229,11.6403231201459,2010.83208963902,0.0,1.17809724509617,4.03151647231377,11.5950221189967,2000.0,-0.040588960351480186,0.045301001149200104
0.0007574736711799,1.1775744640652,19.3027262164781,-21.8119058723701,1994.47231079228,0.0,1.17809724509617,19.2546970896619,-21.8310032698871,2000.0,0.04802912681619986,0.01909739751699746
0.0002294104748057,1.17823680772283,10.2083280053832,16.0336934439996,1870.60106030316,0.0,1.17809724509617,10.3015886679757,15.9028136147557,2000.0,-0.09326066259250076,0.13087982924389863
0.0690366400787732,1.1765089050169,17.1919489583384,2.49601471295691,1997.40008525612,0.0698131700797732,1.17809724509617,17.1860544261015,2.53138110585964,2000.0,0.00834720831057403,-0.03486906036391003
0.0709201091319514,1.17844847619355,-18.6396024260521,-22.61958354344,2006.84464714308,0.0698131700797732,1.17809724509617,-18.6822638580282,-22.5563878160471,2000.0,0.04696582197058621,-0.06006587471765123
0.0692177520338229,1.17719411264187,-24.2520635725311,24.2701638059852,1964.26610177173,0.0698131700797732,1.17809724509617,-24.2733313264487,24.2443328842344,2000.0,0.019414072723076162,0.02725156244142163
-2.99549816804403,1.57079631934432,5.20545994026752,16.9211161080613,898.740531859416,0.139626340159546,1.17809724509617,16.0661028201066,18.6840921973726,2000.0,-10.509589000642231,-3.2573282752069215
0.338027956999884,0.958911547877168,-10.0637330696605,-20.4412061756899,2140.27361403046,0.139626340159546,1.17809724509617,-16.8369424717041,-21.6062019652301,2000.0,6.5451569171082316,2.09630668653431
0.139244183531183,1.1781971275115,-16.2107552796553,-22.7964150044187,1827.06205784121,0.139626340159546,1.17809724509617,-16.2614181446615,-22.759569969361,2000.0,0.055297655270569894,-0.029435553682871714
0.209576491035622,1.17829575454681,-10.9888356490628,-10.6656520859736,1917.79390674161,0.20943951023932,1.17809724509617,-11.0058746100072,-10.5663169884426,2000.0,0.037319546851979996,-0.0936217881388782
