0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
0,0,0,0,0,0,1,1,1,1,1,2,0,1,3,0,0,0,0
0,0,0,1,1,0,1,1,1,1,1,2,5,3,2,1,0,2,0
0,0,0,1,1,0,2,4,4,4,2,3,5,3,2,2,1,1,0
0,0,0,1,1,2,2,3,9,5,4,9,5,3,4,4,0,2,0
0,0,0,0,1,4,3,5,7,14,15,1,4,9,4,2,4,1,1
0,0,0,1,3,3,2,11,21,41,32,11,8,7,9,0,4,2,0
0,0,2,2,1,2,6,20,56,68,53,38,18,1,12,6,1,0,1
0,0,1,2,3,7,2,22,71,60,29,23,31,4,4,5,3,2,2
0,0,2,1,1,3,7,23,64,66,11,13,19,7,3,5,5,4,1
0,0,0,1,2,6,8,20,61,67,25,42,25,6,6,9,2,4,1
1,0,1,1,2,3,9,26,35,68,57,37,17,4,7,4,1,1,0
0,0,0,1,1,2,5,10,22,29,41,10,5,2,6,6,2,4,0
0,0,0,1,2,2,0,2,2,5,6,2,9,10,7,0,3,1,2
0,0,0,2,1,0,0,5,6,6,7,8,7,7,2,2,3,2,0
0,1,0,0,3,0,0,1,6,7,5,0,2,1,1,2,1,0,0
0,0,0,0,0,2,2,1,0,1,0,5,0,1,3,0,3,2,0
0,0,0,0,0,0,1,3,1,3,0,3,2,0,0,1,1,0,0
0,0,0,0,1,1,0,0,1,3,2,1,0,1,1,1,2,0,0
