1,0,0,0,1,1,3,0,0,0,2,1,1,1,2,0,0,0,0
0,1,1,0,0,1,3,0,1,2,2,1,2,1,0,2,3,2,0
0,1,0,0,2,4,5,3,1,2,1,0,2,2,1,0,0,3,0
0,0,0,3,1,1,0,3,3,4,4,1,1,1,2,2,2,1,0
1,0,1,4,1,2,8,8,13,5,9,10,3,3,1,1,1,0,1
1,0,0,1,0,7,6,2,3,2,2,1,3,9,2,1,2,0,1
0,0,1,1,2,5,1,9,28,39,30,11,4,3,2,1,0,2,0
1,1,1,4,5,0,11,20,50,72,40,35,12,1,7,3,3,3,1
0,0,1,1,2,0,15,19,47,51,46,20,16,5,2,4,4,3,1
2,1,0,4,2,6,10,3,36,89,44,8,8,8,3,2,1,1,0
0,3,1,4,1,4,11,13,37,84,50,10,6,4,3,4,2,1,1
1,2,0,2,2,1,8,24,40,61,44,26,18,3,3,3,2,2,0
1,1,2,0,10,1,7,17,48,62,52,30,4,3,9,1,1,1,0
0,2,1,0,2,5,3,4,12,14,12,7,1,4,2,1,1,1,0
0,0,1,3,0,4,4,4,2,3,1,4,3,4,0,2,1,0,0
0,0,0,0,1,1,5,4,8,12,6,4,3,0,2,2,1,0,0
2,0,1,0,1,0,2,2,2,2,1,0,1,2,2,1,0,0,1
0,1,1,1,0,1,5,1,3,3,1,4,2,0,0,0,0,1,0
0,0,0,0,0,1,1,2,3,2,1,0,0,0,0,1,1,0,0
