0,0,0,0,0,0,2,2,0,0,2,0,0,0,1,1,0,0,1
0,0,0,2,1,2,0,2,3,1,1,1,4,0,0,0,1,1,0
0,1,1,1,2,5,3,2,2,0,2,1,2,4,1,0,0,0,1
2,1,0,4,4,4,1,0,3,12,4,4,2,3,5,2,0,0,0
0,1,0,5,2,3,4,9,7,8,5,5,3,3,1,2,1,0,0
1,0,3,2,4,3,11,3,8,9,7,6,2,8,4,3,1,0,0
0,1,1,2,2,4,9,11,24,33,36,18,6,5,5,2,0,1,0
1,3,1,2,6,2,15,23,22,38,56,54,17,3,4,2,3,0,0
1,3,0,5,6,2,17,22,10,32,51,34,25,6,3,5,1,1,0
1,3,5,5,4,6,39,33,21,50,76,47,19,10,3,3,0,1,0
1,5,1,7,8,5,27,44,59,79,75,25,6,10,2,1,0,1,0
1,1,1,5,11,4,14,34,45,49,32,6,3,6,1,1,0,1,0
1,2,2,0,7,6,6,17,19,18,7,3,4,2,2,1,0,1,1
0,0,1,0,2,7,15,1,4,4,9,2,1,1,5,1,2,1,0
1,0,0,2,1,2,2,5,5,7,2,0,0,1,1,0,0,0,0
2,1,1,1,2,3,1,2,3,1,1,1,1,0,0,0,1,0,0
1,0,0,2,0,1,1,1,1,2,2,0,0,0,1,0,0,0,0
0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
