0,0,0,1,0,0,1,2,0,0,1,0,0,0,1,2,0,1,0
0,0,1,3,0,3,2,5,1,1,1,2,0,1,0,0,0,0,0
1,1,1,0,0,3,1,0,2,0,2,0,2,4,4,0,0,1,0
0,1,1,0,3,0,1,6,5,8,8,5,3,1,2,2,1,0,0
0,0,1,3,1,5,5,6,6,7,5,9,8,2,2,1,2,0,0
1,0,1,0,0,5,1,2,7,5,6,1,2,3,3,0,1,1,0
1,2,2,3,3,1,4,16,33,54,42,22,1,4,6,2,2,3,2
0,1,1,3,2,3,15,28,49,55,57,37,9,4,1,3,1,2,2
1,1,2,2,4,5,13,16,43,68,47,11,10,1,6,3,2,1,2
1,1,4,6,1,3,10,7,41,69,54,2,7,4,1,3,2,2,2
0,1,1,3,3,1,8,19,32,72,41,16,13,4,1,5,2,1,0
0,1,2,4,1,3,13,17,48,45,48,34,10,2,5,8,0,2,0
0,1,3,0,3,2,0,16,34,49,42,19,2,4,6,1,3,3,0
1,4,0,1,3,6,3,6,5,7,11,3,7,4,7,0,1,0,0
0,1,2,1,2,0,6,6,2,2,4,7,3,8,1,1,0,1,0
1,2,0,2,2,2,1,5,3,7,5,8,1,2,1,3,2,1,0
1,1,0,0,2,3,1,1,0,1,1,1,1,2,1,0,1,1,1
0,1,0,2,0,2,2,4,6,2,2,5,3,1,0,0,1,0,0
0,0,1,1,2,0,0,1,3,0,2,0,1,0,3,0,0,1,0
