0,0,0,0,0,2,0,0,3,0,1,1,0,1,0,0,0,1,0
0,0,1,0,0,0,0,4,1,0,3,0,1,1,0,0,1,0,1
0,0,2,0,2,2,4,1,2,1,4,2,3,5,1,1,0,0,0
1,0,1,1,1,2,3,4,8,5,2,6,1,0,2,3,2,0,0
1,0,0,1,1,4,5,6,2,4,6,5,5,5,0,2,2,0,2
0,0,2,1,3,4,7,3,8,5,6,2,8,11,4,3,1,0,0
0,1,1,0,4,8,4,12,44,31,22,9,5,6,11,3,0,6,1
0,1,1,3,5,6,15,53,38,34,32,36,8,7,6,3,4,2,0
0,1,0,2,2,3,29,56,64,28,12,24,25,7,7,2,5,2,0
0,1,1,2,5,9,12,42,79,44,24,29,34,12,7,8,1,1,2
0,0,0,0,3,5,6,25,54,99,62,51,20,3,7,3,2,5,1
0,0,1,1,0,3,6,4,31,35,46,31,12,6,9,3,6,2,0
0,1,1,0,2,1,3,5,6,17,17,16,5,8,7,2,4,1,0
0,0,1,1,2,0,0,6,3,9,3,4,4,4,5,2,3,1,0
0,0,0,0,1,0,1,1,0,1,5,4,7,1,2,1,1,0,1
0,0,1,2,0,0,1,1,2,1,3,1,5,1,2,3,1,0,2
0,0,1,1,0,0,0,2,1,1,1,2,2,2,1,0,0,0,1
0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,3,1,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,2,0,0,0
