0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2
0,0,0,0,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0
0,0,0,2,0,1,2,0,4,3,1,3,0,2,0,0,1,0,0
0,0,0,1,3,2,3,6,2,2,2,2,1,3,0,0,0,0,0
0,0,0,3,1,2,5,5,7,2,4,4,1,2,1,0,0,0,2
0,0,0,1,1,5,8,9,10,6,6,6,3,2,2,2,0,0,0
1,1,1,4,2,5,6,8,4,8,16,4,10,2,2,2,1,0,0
1,2,1,3,5,9,10,23,39,39,38,12,5,6,3,3,1,0,1
1,2,0,5,4,9,17,35,76,65,57,24,5,9,6,0,1,1,0
1,1,1,8,10,3,35,66,41,21,44,39,18,9,4,3,0,0,0
0,3,3,2,2,7,37,59,48,19,38,40,16,9,11,2,1,3,1
0,0,2,4,6,6,16,38,59,66,51,43,4,6,5,4,1,0,1
1,0,4,1,5,8,3,17,30,45,15,8,6,7,4,1,2,2,1
0,4,1,3,1,7,8,4,6,6,8,10,4,12,2,0,1,0,0
1,0,2,1,4,3,5,6,14,8,4,7,4,3,3,2,2,0,0
0,1,2,2,1,1,0,6,4,6,6,3,1,2,1,0,0,0,1
0,1,1,0,0,5,2,1,2,0,2,2,2,1,2,0,0,1,0
0,1,0,1,0,1,0,4,2,2,0,2,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
