0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0
1,0,1,1,1,0,0,1,1,1,1,4,1,0,0,0,1,0,0
0,1,0,0,0,1,1,4,3,2,2,1,0,2,0,1,0,0,0
0,0,0,3,2,2,1,3,2,5,1,3,1,1,3,1,0,0,0
0,0,0,0,1,1,1,4,5,4,8,7,3,2,1,1,1,0,1
0,1,3,1,0,6,12,4,9,6,5,7,9,7,7,0,1,1,0
1,1,1,5,2,3,9,5,21,17,20,9,6,6,7,1,2,1,0
0,0,2,1,1,6,9,9,41,57,61,45,17,4,7,0,2,4,1
0,1,1,2,7,7,6,44,65,39,48,54,23,5,4,4,1,1,0
0,1,1,2,4,8,8,44,46,15,22,57,25,9,11,5,3,1,1
0,1,3,1,1,11,4,47,51,36,42,53,27,6,10,4,2,3,0
0,1,3,1,5,10,11,17,42,57,56,29,7,3,3,3,0,2,0
0,0,0,1,2,6,5,6,12,15,18,8,5,5,6,2,2,1,2
2,0,2,3,3,1,7,6,5,6,5,8,9,8,2,2,3,0,0
0,0,0,0,5,3,1,5,8,11,9,7,3,3,2,0,1,2,0
0,1,1,0,0,2,2,1,0,2,4,2,1,2,1,1,0,1,0
0,0,0,0,0,0,0,0,2,3,1,1,2,0,3,1,2,0,0
0,0,1,1,1,0,0,0,1,1,1,2,0,3,0,0,0,0,0
0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
