30719,10003,27158,103812,180841,191095,164676,160271,182935,199468,189718,165065,159628,184117,189902,127876,41428,8751,24235
10342,31610,127719,193349,163631,194223,378484,606110,760543,815067,783875,652322,438843,227908,158423,191483,153655,49778,8833
23209,123183,194276,156258,306395,703077,971091,981657,918010,888250,907226,966599,990997,795334,394835,163585,187544,153439,40017
90224,192386,156463,347452,839315,978410,839598,1019791,1444790,1680826,1534717,1121185,845173,945363,923372,463803,162283,191252,124278
167171,170351,270945,814836,956383,895401,1848535,3167299,3781688,3883507,3836285,3396898,2205713,1026950,897970,921648,384103,158698,188343
193686,168681,609435,993803,871346,2158670,3771415,3525474,2969930,3014614,2954296,3328259,3876475,2667911,1012489,950337,773492,215914,186721
178781,275129,898116,869239,1579448,3692322,3248733,3983543,9532473,13421271,10972035,5064295,3005376,3873268,2130539,840964,983201,407295,161854
161692,430829,996054,871402,2675670,3745108,3526059,13719535,26463553,29521087,28024343,17525415,4870924,3390086,3300039,1057948,978187,610268,161071
157210,545815,992185,1020065,3324579,3269537,6562028,24045829,27571397,16153361,24440951,27606357,10086562,2965519,3770682,1401605,929661,735160,175705
157527,575088,985443,1077446,3451959,3152480,7795179,26298233,23666558,5442465,18243311,29087963,11901579,2954797,3834481,1505441,914965,761378,181845
158506,508024,998588,957414,3137056,3434514,5252458,20756473,29606823,24883634,28705844,24814807,8020280,3052307,3657080,1276403,945676,694893,169521
168165,367480,975725,839780,2259139,3879119,2990152,8831761,20130069,25210925,22205995,11696917,3463875,3681705,2903375,933948,997499,534352,157905
188837,219767,803940,924879,1190596,3219074,3698223,2974837,4854496,6841019,5545431,3178295,3432710,3622572,1597700,857480,933679,320244,171194
190447,157789,463024,978449,846669,1470995,3181855,3886960,3521240,3263253,3420622,3837829,3513884,1873796,850788,991915,622171,174271,193376
140086,186857,191286,629096,988017,848433,1152706,2140146,2985708,3284991,3108191,2399134,1365264,844705,977427,769732,256500,171209,170267
58437,175435,171990,217887,624200,973540,936219,838623,914821,995304,941402,845572,899855,995534,740634,290271,159501,190443,88003
11916,81519,183345,172199,187620,443408,780281,962028,1000532,997420,1000369,980368,844503,533287,228585,161068,192997,110067,20047
16640,13811,80593,174741,187258,157828,206789,335716,461134,517266,482369,372914,234780,160065,178769,187130,105537,22892,11723
39668,17129,11595,55931,135513,189150,190380,171334,159968,157694,159383,167831,186244,193445,153228,74422,16997,12475,34557
