17341,11605,61323,148853,193737,179568,159072,163540,179598,179299,164067,159339,178831,194260,149644,62287,11758,17185,40631
12077,77268,176646,183407,158933,261666,470091,657334,750330,752486,658465,475494,264722,160312,183304,176635,79082,12406,18999
69580,179213,172996,191928,496802,863333,996363,962854,920073,919452,961290,996365,867735,500826,195984,173275,179966,71531,10202
163148,178434,202828,615084,979963,901935,867127,1163747,1467302,1468911,1168631,871119,898805,981969,621722,206812,177307,163737,43474
193031,169113,560766,985598,847871,1250301,2526482,3505874,3810616,3821136,3515350,2544325,1267460,847230,985027,568521,170576,192473,113316
164563,350251,933283,869891,1360162,3202905,3844236,3197708,2952211,2954847,3188364,3840246,3224130,1379777,865004,939333,356749,164162,172778
166789,640068,981718,981985,2898032,3771787,3004147,6325458,11211948,11258444,6399545,3009001,3758988,2935909,994992,977878,650254,168169,193819
226204,854099,877997,1636459,3825866,2981576,7797051,21461743,28613496,28653254,21636722,7956441,2972091,3837412,1668456,876214,861875,231916,188723
293312,944895,841475,2265815,3836767,3488329,16352281,29657929,20864612,20704221,29684300,16635257,3544620,3824668,2310113,843392,951536,300769,177575
317481,961857,842032,2460470,3754387,4017689,19374917,28952173,9813593,9539899,28828608,19672955,4105975,3733497,2502633,843672,969135,324044,175087
280287,929284,843719,2142376,3868739,3251249,14463773,29077670,25350190,25244949,29156505,14728350,3293241,3863347,2181926,845330,937643,286909,180183
208416,812201,902650,1449544,3706965,3111014,5864781,17373653,25525748,25578503,17542104,5985997,3090873,3724146,1476964,897605,821244,212506,190431
160815,569204,995166,893843,2509100,3874167,3002113,4268542,7328259,7357040,4315144,2996105,3871535,2545168,902912,995547,579055,161424,193475
172155,286045,867252,913267,1095238,2706368,3860158,3591293,3188986,3186685,3585656,3861776,2729954,1109363,908938,875361,293418,170844,162504
194408,158075,447594,946053,895990,981161,1908741,2926674,3407145,3411747,2938816,1924449,991838,890452,948613,455878,158001,194033,95164
141503,189334,168535,477297,914256,968164,844274,908482,1057241,1057500,911396,842633,966538,918604,484820,170653,188167,143432,30439
49032,159200,186406,161771,356837,713541,946870,999705,988342,988368,999600,946935,716669,361522,163033,186223,161145,49924,9217
8829,52415,152377,192904,161802,188500,319575,471152,562340,565779,474853,322391,188952,161077,193473,153262,53667,9006,24254
23742,8880,37747,115686,181221,191865,173360,159328,157360,157212,159276,172493,192268,182566,116749,39180,8918,23225,44104
